gene,ps,mrca_name
RBMS1,1,Cellular Organisms: 3.6 BYA
HDAC6,1,Cellular Organisms: 3.6 BYA
TARDBP,1,Cellular Organisms: 3.6 BYA
CRYM,1,Cellular Organisms: 3.6 BYA
PCMT1,1,Cellular Organisms: 3.6 BYA
SPHK2,1,Cellular Organisms: 3.6 BYA
SPHK2,1,Cellular Organisms: 3.6 BYA
TARDBP,1,Cellular Organisms: 3.6 BYA
ITIH5,1,Cellular Organisms: 3.6 BYA
HDAC8,1,Cellular Organisms: 3.6 BYA
LONP1,1,Cellular Organisms: 3.6 BYA
KCNMA1,1,Cellular Organisms: 3.6 BYA
HDAC8,1,Cellular Organisms: 3.6 BYA
BLMH,1,Cellular Organisms: 3.6 BYA
KCNQ2,1,Cellular Organisms: 3.6 BYA
PABPC1,1,Cellular Organisms: 3.6 BYA
PPCDC,1,Cellular Organisms: 3.6 BYA
NEK8,1,Cellular Organisms: 3.6 BYA
RBFOX3,1,Cellular Organisms: 3.6 BYA
NPR2,1,Cellular Organisms: 3.6 BYA
KCNMA1,1,Cellular Organisms: 3.6 BYA
KCNQ2,1,Cellular Organisms: 3.6 BYA
KCNMA1,1,Cellular Organisms: 3.6 BYA
ADA,1,Cellular Organisms: 3.6 BYA
NPR2,1,Cellular Organisms: 3.6 BYA
XYLB,1,Cellular Organisms: 3.6 BYA
KCNT1,1,Cellular Organisms: 3.6 BYA
ASNSD1,1,Cellular Organisms: 3.6 BYA
FTCD,1,Cellular Organisms: 3.6 BYA
GLT1D1,1,Cellular Organisms: 3.6 BYA
ADCY8,1,Cellular Organisms: 3.6 BYA
PABPC4,1,Cellular Organisms: 3.6 BYA
ABCB9,1,Cellular Organisms: 3.6 BYA
PABPC1,1,Cellular Organisms: 3.6 BYA
EIF2B5,1,Cellular Organisms: 3.6 BYA
G6PD,1,Cellular Organisms: 3.6 BYA
HNRNPA1,1,Cellular Organisms: 3.6 BYA
NOL8,1,Cellular Organisms: 3.6 BYA
MFSD1,1,Cellular Organisms: 3.6 BYA
CELF5,1,Cellular Organisms: 3.6 BYA
HDAC11,1,Cellular Organisms: 3.6 BYA
KCNQ5,1,Cellular Organisms: 3.6 BYA
NA,1,Cellular Organisms: 3.6 BYA
AMMECR1L,1,Cellular Organisms: 3.6 BYA
PCK2,1,Cellular Organisms: 3.6 BYA
MSI2,1,Cellular Organisms: 3.6 BYA
RBM42,1,Cellular Organisms: 3.6 BYA
PABPC4,1,Cellular Organisms: 3.6 BYA
G6PD,1,Cellular Organisms: 3.6 BYA
MTO1,1,Cellular Organisms: 3.6 BYA
RBM28,1,Cellular Organisms: 3.6 BYA
HNRNPA1,1,Cellular Organisms: 3.6 BYA
DAZ4,1,Cellular Organisms: 3.6 BYA
NPEPL1,1,Cellular Organisms: 3.6 BYA
KCNC1,1,Cellular Organisms: 3.6 BYA
RBM14-RBM4,1,Cellular Organisms: 3.6 BYA
CLCN7,1,Cellular Organisms: 3.6 BYA
FLOT1,1,Cellular Organisms: 3.6 BYA
DICER1,1,Cellular Organisms: 3.6 BYA
MSH5,1,Cellular Organisms: 3.6 BYA
FLOT1,1,Cellular Organisms: 3.6 BYA
NUDT13,1,Cellular Organisms: 3.6 BYA
HSD11B1L,1,Cellular Organisms: 3.6 BYA
GRID1,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
DHX8,1,Cellular Organisms: 3.6 BYA
MCM5,1,Cellular Organisms: 3.6 BYA
FLOT1,1,Cellular Organisms: 3.6 BYA
SRP54,1,Cellular Organisms: 3.6 BYA
CLCN4,1,Cellular Organisms: 3.6 BYA
METTL5,1,Cellular Organisms: 3.6 BYA
MAGI1,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
TJP1,1,Cellular Organisms: 3.6 BYA
ATP10B,1,Cellular Organisms: 3.6 BYA
MSH5,1,Cellular Organisms: 3.6 BYA
GNL3L,1,Cellular Organisms: 3.6 BYA
ELP3,1,Cellular Organisms: 3.6 BYA
CLCN3,1,Cellular Organisms: 3.6 BYA
NUDT13,1,Cellular Organisms: 3.6 BYA
TJP1,1,Cellular Organisms: 3.6 BYA
DLG4,1,Cellular Organisms: 3.6 BYA
PGM3,1,Cellular Organisms: 3.6 BYA
FTH1,1,Cellular Organisms: 3.6 BYA
FLOT1,1,Cellular Organisms: 3.6 BYA
SIRT6,1,Cellular Organisms: 3.6 BYA
MRPS18C,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
PFKFB1,1,Cellular Organisms: 3.6 BYA
MAGI1,1,Cellular Organisms: 3.6 BYA
GTPBP8,1,Cellular Organisms: 3.6 BYA
DNPEP,1,Cellular Organisms: 3.6 BYA
MAGI1,1,Cellular Organisms: 3.6 BYA
PGM3,1,Cellular Organisms: 3.6 BYA
ATP8B1,1,Cellular Organisms: 3.6 BYA
PFKFB3,1,Cellular Organisms: 3.6 BYA
PFKFB3,1,Cellular Organisms: 3.6 BYA
TJP1,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
DNPEP,1,Cellular Organisms: 3.6 BYA
ZBTB8OS,1,Cellular Organisms: 3.6 BYA
SLC27A2,1,Cellular Organisms: 3.6 BYA
PCMTD2,1,Cellular Organisms: 3.6 BYA
IMMP1L,1,Cellular Organisms: 3.6 BYA
OXSM,1,Cellular Organisms: 3.6 BYA
SLC27A3,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
MTG1,1,Cellular Organisms: 3.6 BYA
NT5E,1,Cellular Organisms: 3.6 BYA
SCRN2,1,Cellular Organisms: 3.6 BYA
PGM3,1,Cellular Organisms: 3.6 BYA
FTCDNL1,1,Cellular Organisms: 3.6 BYA
AK2,1,Cellular Organisms: 3.6 BYA
NUDT18,1,Cellular Organisms: 3.6 BYA
MOCS1,1,Cellular Organisms: 3.6 BYA
ATP6V1D,1,Cellular Organisms: 3.6 BYA
PARK7,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
PGGHG,1,Cellular Organisms: 3.6 BYA
SMS,1,Cellular Organisms: 3.6 BYA
SPEF2,1,Cellular Organisms: 3.6 BYA
METTL5,1,Cellular Organisms: 3.6 BYA
ENO2,1,Cellular Organisms: 3.6 BYA
SIRT3,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
AIFM1,1,Cellular Organisms: 3.6 BYA
SIRT7,1,Cellular Organisms: 3.6 BYA
NAXD,1,Cellular Organisms: 3.6 BYA
CLCN6,1,Cellular Organisms: 3.6 BYA
ATP13A2,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
MSH5,1,Cellular Organisms: 3.6 BYA
SLC9A6,1,Cellular Organisms: 3.6 BYA
CLCN5,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
SLC23A2,1,Cellular Organisms: 3.6 BYA
RAB7A,1,Cellular Organisms: 3.6 BYA
QTRT1,1,Cellular Organisms: 3.6 BYA
GDA,1,Cellular Organisms: 3.6 BYA
BRIP1,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
SCRN2,1,Cellular Organisms: 3.6 BYA
PDXK,1,Cellular Organisms: 3.6 BYA
GNL1,1,Cellular Organisms: 3.6 BYA
RPSA,1,Cellular Organisms: 3.6 BYA
OTC,1,Cellular Organisms: 3.6 BYA
MAGI2,1,Cellular Organisms: 3.6 BYA
SIRT2,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
DHX8,1,Cellular Organisms: 3.6 BYA
YBX1,1,Cellular Organisms: 3.6 BYA
HARS2,1,Cellular Organisms: 3.6 BYA
OXCT1,1,Cellular Organisms: 3.6 BYA
ATP6V1A,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
YBX1,1,Cellular Organisms: 3.6 BYA
EFL1,1,Cellular Organisms: 3.6 BYA
PSMC5,1,Cellular Organisms: 3.6 BYA
RFC2,1,Cellular Organisms: 3.6 BYA
TXNL1,1,Cellular Organisms: 3.6 BYA
TRMO,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
CLCN4,1,Cellular Organisms: 3.6 BYA
PYCR1,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
HAL,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
ACSF3,1,Cellular Organisms: 3.6 BYA
RPL17,1,Cellular Organisms: 3.6 BYA
RAB7A,1,Cellular Organisms: 3.6 BYA
PRPS1,1,Cellular Organisms: 3.6 BYA
SIRT3,1,Cellular Organisms: 3.6 BYA
USH1C,1,Cellular Organisms: 3.6 BYA
SIRT6,1,Cellular Organisms: 3.6 BYA
SPEF2,1,Cellular Organisms: 3.6 BYA
TJP1,1,Cellular Organisms: 3.6 BYA
TCIRG1,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
SH3YL1,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
SIRT2,1,Cellular Organisms: 3.6 BYA
ATP6V1A,1,Cellular Organisms: 3.6 BYA
IMPACT,1,Cellular Organisms: 3.6 BYA
ATP6V0A2,1,Cellular Organisms: 3.6 BYA
DDX60L,1,Cellular Organisms: 3.6 BYA
MRPS18C,1,Cellular Organisms: 3.6 BYA
MTHFD1L,1,Cellular Organisms: 3.6 BYA
MRPS7,1,Cellular Organisms: 3.6 BYA
AZIN1,1,Cellular Organisms: 3.6 BYA
SH3YL1,1,Cellular Organisms: 3.6 BYA
ABCC2,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
DPYSL4,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
PRPS1,1,Cellular Organisms: 3.6 BYA
BRIP1,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
ATOX1,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
DZANK1,1,Cellular Organisms: 3.6 BYA
ISOC2,1,Cellular Organisms: 3.6 BYA
TMEM94,1,Cellular Organisms: 3.6 BYA
GDA,1,Cellular Organisms: 3.6 BYA
PFKFB3,1,Cellular Organisms: 3.6 BYA
PMS2,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
TATDN3,1,Cellular Organisms: 3.6 BYA
HIBADH,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
SIRT3,1,Cellular Organisms: 3.6 BYA
GNL3L,1,Cellular Organisms: 3.6 BYA
PRPS1,1,Cellular Organisms: 3.6 BYA
RPL17,1,Cellular Organisms: 3.6 BYA
MRPL1,1,Cellular Organisms: 3.6 BYA
SIRT6,1,Cellular Organisms: 3.6 BYA
SCLY,1,Cellular Organisms: 3.6 BYA
TOR1A,1,Cellular Organisms: 3.6 BYA
PREP,1,Cellular Organisms: 3.6 BYA
ATP6V0A4,1,Cellular Organisms: 3.6 BYA
GNL2,1,Cellular Organisms: 3.6 BYA
SIRT2,1,Cellular Organisms: 3.6 BYA
SLC9A6,1,Cellular Organisms: 3.6 BYA
CLCN5,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
SRM,1,Cellular Organisms: 3.6 BYA
HARS1,1,Cellular Organisms: 3.6 BYA
GDA,1,Cellular Organisms: 3.6 BYA
ATP6V1B1,1,Cellular Organisms: 3.6 BYA
SH3YL1,1,Cellular Organisms: 3.6 BYA
CLYBL,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
NHERF4,1,Cellular Organisms: 3.6 BYA
IQCA1L,1,Cellular Organisms: 3.6 BYA
BRIP1,1,Cellular Organisms: 3.6 BYA
SLC6A8,1,Cellular Organisms: 3.6 BYA
MTHFD1L,1,Cellular Organisms: 3.6 BYA
SCRN3,1,Cellular Organisms: 3.6 BYA
PDZK1,1,Cellular Organisms: 3.6 BYA
RPSA,1,Cellular Organisms: 3.6 BYA
ADD2,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
DPYSL3,1,Cellular Organisms: 3.6 BYA
ATP6V0A4,1,Cellular Organisms: 3.6 BYA
SCRN1,1,Cellular Organisms: 3.6 BYA
AK9,1,Cellular Organisms: 3.6 BYA
GDA,1,Cellular Organisms: 3.6 BYA
RAD50,1,Cellular Organisms: 3.6 BYA
CLYBL,1,Cellular Organisms: 3.6 BYA
RNASEH2A,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
TMEM94,1,Cellular Organisms: 3.6 BYA
CLCN7,1,Cellular Organisms: 3.6 BYA
TATDN3,1,Cellular Organisms: 3.6 BYA
TARBP2,1,Cellular Organisms: 3.6 BYA
HAL,1,Cellular Organisms: 3.6 BYA
SCRN3,1,Cellular Organisms: 3.6 BYA
MLH3,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
ATP6V1D,1,Cellular Organisms: 3.6 BYA
AZIN1,1,Cellular Organisms: 3.6 BYA
SCRN2,1,Cellular Organisms: 3.6 BYA
CCT7,1,Cellular Organisms: 3.6 BYA
SLC23A1,1,Cellular Organisms: 3.6 BYA
CNKSR1,1,Cellular Organisms: 3.6 BYA
EXOSC4,1,Cellular Organisms: 3.6 BYA
NT5E,1,Cellular Organisms: 3.6 BYA
HAL,1,Cellular Organisms: 3.6 BYA
SLC37A4,1,Cellular Organisms: 3.6 BYA
PYCR1,1,Cellular Organisms: 3.6 BYA
CNKSR3,1,Cellular Organisms: 3.6 BYA
SLC34A3,1,Cellular Organisms: 3.6 BYA
SIRT2,1,Cellular Organisms: 3.6 BYA
SLC34A2,1,Cellular Organisms: 3.6 BYA
ENO3,1,Cellular Organisms: 3.6 BYA
SLC9A6,1,Cellular Organisms: 3.6 BYA
DNAJC2,1,Cellular Organisms: 3.6 BYA
PRDX1,1,Cellular Organisms: 3.6 BYA
NMRK1,1,Cellular Organisms: 3.6 BYA
IMMP1L,1,Cellular Organisms: 3.6 BYA
ISOC1,1,Cellular Organisms: 3.6 BYA
HARS2,1,Cellular Organisms: 3.6 BYA
ATP2A3,1,Cellular Organisms: 3.6 BYA
RPL17-C18orf32,1,Cellular Organisms: 3.6 BYA
TCIRG1,1,Cellular Organisms: 3.6 BYA
PGM3,1,Cellular Organisms: 3.6 BYA
NADSYN1,1,Cellular Organisms: 3.6 BYA
RPL17,1,Cellular Organisms: 3.6 BYA
ISOC2,1,Cellular Organisms: 3.6 BYA
COASY,1,Cellular Organisms: 3.6 BYA
MPP1,1,Cellular Organisms: 3.6 BYA
DARS1,1,Cellular Organisms: 3.6 BYA
ATP6V1D,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
TJP1,1,Cellular Organisms: 3.6 BYA
HARS1,1,Cellular Organisms: 3.6 BYA
TMEM94,1,Cellular Organisms: 3.6 BYA
SCLY,1,Cellular Organisms: 3.6 BYA
CLCN4,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
RPL17,1,Cellular Organisms: 3.6 BYA
DNAJC2,1,Cellular Organisms: 3.6 BYA
ADD1,1,Cellular Organisms: 3.6 BYA
PSMC5,1,Cellular Organisms: 3.6 BYA
DGLUCY,1,Cellular Organisms: 3.6 BYA
SLC23A1,1,Cellular Organisms: 3.6 BYA
TRMO,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
CHD2,1,Cellular Organisms: 3.6 BYA
PGGHG,1,Cellular Organisms: 3.6 BYA
ABCC8,1,Cellular Organisms: 3.6 BYA
SKIC2,1,Cellular Organisms: 3.6 BYA
SIRT2,1,Cellular Organisms: 3.6 BYA
MAGI2,1,Cellular Organisms: 3.6 BYA
PHB,1,Cellular Organisms: 3.6 BYA
IMMP1L,1,Cellular Organisms: 3.6 BYA
GLYR1,1,Cellular Organisms: 3.6 BYA
IDH3A,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
MRPL20,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
ATP6V0A2,1,Cellular Organisms: 3.6 BYA
CLCN7,1,Cellular Organisms: 3.6 BYA
ATP6V0A2,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
XPNPEP1,1,Cellular Organisms: 3.6 BYA
HELQ,1,Cellular Organisms: 3.6 BYA
C3,1,Cellular Organisms: 3.6 BYA
NA,1,Cellular Organisms: 3.6 BYA
RPSA,1,Cellular Organisms: 3.6 BYA
PRPS1,1,Cellular Organisms: 3.6 BYA
TJP1,1,Cellular Organisms: 3.6 BYA
SDSL,1,Cellular Organisms: 3.6 BYA
DARS1,1,Cellular Organisms: 3.6 BYA
ATP2A3,1,Cellular Organisms: 3.6 BYA
SNRNP200,1,Cellular Organisms: 3.6 BYA
DKC1,1,Cellular Organisms: 3.6 BYA
IMMP1L,1,Cellular Organisms: 3.6 BYA
SLC39A11,1,Cellular Organisms: 3.6 BYA
CHD2,1,Cellular Organisms: 3.6 BYA
IMMP1L,1,Cellular Organisms: 3.6 BYA
SH3YL1,1,Cellular Organisms: 3.6 BYA
PYCR2,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
TATDN3,1,Cellular Organisms: 3.6 BYA
MTHFD1L,1,Cellular Organisms: 3.6 BYA
DNPEP,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
MTG1,1,Cellular Organisms: 3.6 BYA
RFK,1,Cellular Organisms: 3.6 BYA
SRM,1,Cellular Organisms: 3.6 BYA
METTL5,1,Cellular Organisms: 3.6 BYA
NA,1,Cellular Organisms: 3.6 BYA
TMEM94,1,Cellular Organisms: 3.6 BYA
MTHFD1L,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
ATP6V1A,1,Cellular Organisms: 3.6 BYA
HYOU1,1,Cellular Organisms: 3.6 BYA
RPL17-C18orf32,1,Cellular Organisms: 3.6 BYA
MRM2,1,Cellular Organisms: 3.6 BYA
CKB,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
TARDBP,1,Cellular Organisms: 3.6 BYA
DHX35,1,Cellular Organisms: 3.6 BYA
TRAP1,1,Cellular Organisms: 3.6 BYA
CSAD,1,Cellular Organisms: 3.6 BYA
RARS2,1,Cellular Organisms: 3.6 BYA
PPIH,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
RARS2,1,Cellular Organisms: 3.6 BYA
CHD1L,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
SLC9B2,1,Cellular Organisms: 3.6 BYA
TENM2,1,Cellular Organisms: 3.6 BYA
MARF1,1,Cellular Organisms: 3.6 BYA
PYCR3,1,Cellular Organisms: 3.6 BYA
GBA1,1,Cellular Organisms: 3.6 BYA
DHX33,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
IBTK,1,Cellular Organisms: 3.6 BYA
TARDBP,1,Cellular Organisms: 3.6 BYA
TARDBP,1,Cellular Organisms: 3.6 BYA
GPANK1,1,Cellular Organisms: 3.6 BYA
PITRM1,1,Cellular Organisms: 3.6 BYA
ERCC3,1,Cellular Organisms: 3.6 BYA
FTSJ1,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
DZANK1,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
HEXB,1,Cellular Organisms: 3.6 BYA
NKTR,1,Cellular Organisms: 3.6 BYA
TRNT1,1,Cellular Organisms: 3.6 BYA
TMBIM4,1,Cellular Organisms: 3.6 BYA
DHX16,1,Cellular Organisms: 3.6 BYA
HSP90B1,1,Cellular Organisms: 3.6 BYA
MARF1,1,Cellular Organisms: 3.6 BYA
GABPB1,1,Cellular Organisms: 3.6 BYA
RARS2,1,Cellular Organisms: 3.6 BYA
SLMAP,1,Cellular Organisms: 3.6 BYA
GNPDA2,1,Cellular Organisms: 3.6 BYA
HNRNPDL,1,Cellular Organisms: 3.6 BYA
SARS2,1,Cellular Organisms: 3.6 BYA
CHI3L2,1,Cellular Organisms: 3.6 BYA
SLMAP,1,Cellular Organisms: 3.6 BYA
RGPD8,1,Cellular Organisms: 3.6 BYA
TNKS,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
ACSM3,1,Cellular Organisms: 3.6 BYA
MANBA,1,Cellular Organisms: 3.6 BYA
ALDH3A2,1,Cellular Organisms: 3.6 BYA
TRAP1,1,Cellular Organisms: 3.6 BYA
GSK3B,1,Cellular Organisms: 3.6 BYA
DHX30,1,Cellular Organisms: 3.6 BYA
MANBA,1,Cellular Organisms: 3.6 BYA
RGPD3,1,Cellular Organisms: 3.6 BYA
ANKRD7,1,Cellular Organisms: 3.6 BYA
FUOM,1,Cellular Organisms: 3.6 BYA
CIAO3,1,Cellular Organisms: 3.6 BYA
IDH1,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
METTL9,1,Cellular Organisms: 3.6 BYA
GIT1,1,Cellular Organisms: 3.6 BYA
DHX16,1,Cellular Organisms: 3.6 BYA
GCK,1,Cellular Organisms: 3.6 BYA
CTPS1,1,Cellular Organisms: 3.6 BYA
SLC9A7,1,Cellular Organisms: 3.6 BYA
CHI3L2,1,Cellular Organisms: 3.6 BYA
LCTL,1,Cellular Organisms: 3.6 BYA
ACSM2A,1,Cellular Organisms: 3.6 BYA
RAD50,1,Cellular Organisms: 3.6 BYA
RARS2,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
GSK3A,1,Cellular Organisms: 3.6 BYA
CIAO3,1,Cellular Organisms: 3.6 BYA
PRKAR2A,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
LCT,1,Cellular Organisms: 3.6 BYA
PPP1R12B,1,Cellular Organisms: 3.6 BYA
CEP170,1,Cellular Organisms: 3.6 BYA
DHX38,1,Cellular Organisms: 3.6 BYA
GPI,1,Cellular Organisms: 3.6 BYA
CHI3L2,1,Cellular Organisms: 3.6 BYA
RAD50,1,Cellular Organisms: 3.6 BYA
HSP90AA1,1,Cellular Organisms: 3.6 BYA
HK1,1,Cellular Organisms: 3.6 BYA
YTHDC2,1,Cellular Organisms: 3.6 BYA
CLK1,1,Cellular Organisms: 3.6 BYA
CEP170,1,Cellular Organisms: 3.6 BYA
RARS2,1,Cellular Organisms: 3.6 BYA
HK1,1,Cellular Organisms: 3.6 BYA
PPIL3,1,Cellular Organisms: 3.6 BYA
NKTR,1,Cellular Organisms: 3.6 BYA
NME4,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
PLA2G6,1,Cellular Organisms: 3.6 BYA
HSP90B1,1,Cellular Organisms: 3.6 BYA
NAT9,1,Cellular Organisms: 3.6 BYA
TRNT1,1,Cellular Organisms: 3.6 BYA
PARK7,1,Cellular Organisms: 3.6 BYA
ABCE1,1,Cellular Organisms: 3.6 BYA
RGPD1,1,Cellular Organisms: 3.6 BYA
PPIH,1,Cellular Organisms: 3.6 BYA
NAT9,1,Cellular Organisms: 3.6 BYA
PPIF,1,Cellular Organisms: 3.6 BYA
CHIA,1,Cellular Organisms: 3.6 BYA
NEMF,1,Cellular Organisms: 3.6 BYA
ZDHHC17,1,Cellular Organisms: 3.6 BYA
DHX16,1,Cellular Organisms: 3.6 BYA
ATP6V0A1,1,Cellular Organisms: 3.6 BYA
CHD1L,1,Cellular Organisms: 3.6 BYA
TRNT1,1,Cellular Organisms: 3.6 BYA
PYCR2,1,Cellular Organisms: 3.6 BYA
TGFBR1,1,Cellular Organisms: 3.6 BYA
RGPD1,1,Cellular Organisms: 3.6 BYA
SLC9B2,1,Cellular Organisms: 3.6 BYA
EPHX1,1,Cellular Organisms: 3.6 BYA
GSK3B,1,Cellular Organisms: 3.6 BYA
NCEH1,1,Cellular Organisms: 3.6 BYA
DZANK1,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
IDH2,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
CHIA,1,Cellular Organisms: 3.6 BYA
CENPJ,1,Cellular Organisms: 3.6 BYA
NCEH1,1,Cellular Organisms: 3.6 BYA
FTSJ3,1,Cellular Organisms: 3.6 BYA
ABCA2,1,Cellular Organisms: 3.6 BYA
IDH1,1,Cellular Organisms: 3.6 BYA
NARF,1,Cellular Organisms: 3.6 BYA
CHD1L,1,Cellular Organisms: 3.6 BYA
RARS2,1,Cellular Organisms: 3.6 BYA
POLH,1,Cellular Organisms: 3.6 BYA
GSK3A,1,Cellular Organisms: 3.6 BYA
DHX36,1,Cellular Organisms: 3.6 BYA
DZANK1,1,Cellular Organisms: 3.6 BYA
TARDBP,1,Cellular Organisms: 3.6 BYA
SLC3A1,1,Cellular Organisms: 3.6 BYA
SLC27A1,1,Cellular Organisms: 3.6 BYA
RGPD6,1,Cellular Organisms: 3.6 BYA
BCS1L,1,Cellular Organisms: 3.6 BYA
HSP90B1,1,Cellular Organisms: 3.6 BYA
EXOG,1,Cellular Organisms: 3.6 BYA
MGLL,1,Cellular Organisms: 3.6 BYA
TARBP2,1,Cellular Organisms: 3.6 BYA
HK1,1,Cellular Organisms: 3.6 BYA
TENM2,1,Cellular Organisms: 3.6 BYA
ABCB4,1,Cellular Organisms: 3.6 BYA
NFKBIB,1,Cellular Organisms: 3.6 BYA
HEXB,1,Cellular Organisms: 3.6 BYA
HSP90B1,1,Cellular Organisms: 3.6 BYA
DZANK1,1,Cellular Organisms: 3.6 BYA
MANBA,1,Cellular Organisms: 3.6 BYA
RENBP,1,Cellular Organisms: 3.6 BYA
MGLL,1,Cellular Organisms: 3.6 BYA
HK1,1,Cellular Organisms: 3.6 BYA
DHX36,1,Cellular Organisms: 3.6 BYA
GSK3B,1,Cellular Organisms: 3.6 BYA
ATP6V0A4,1,Cellular Organisms: 3.6 BYA
ADCY7,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
HSP90B1,1,Cellular Organisms: 3.6 BYA
NARF,1,Cellular Organisms: 3.6 BYA
SLC3A2,1,Cellular Organisms: 3.6 BYA
PITRM1,1,Cellular Organisms: 3.6 BYA
DHX57,1,Cellular Organisms: 3.6 BYA
HEXA,1,Cellular Organisms: 3.6 BYA
DHDH,1,Cellular Organisms: 3.6 BYA
HK1,1,Cellular Organisms: 3.6 BYA
METTL9,1,Cellular Organisms: 3.6 BYA
